profile,start,peak,end
3486,2023-09-16 00:01:20,2023-09-16 00:26:10,2023-09-16 00:49:40
3487,2023-09-16 02:01:30,2023-09-16 02:26:10,2023-09-16 02:49:50
3488,2023-09-16 04:01:30,2023-09-16 04:26:20,2023-09-16 04:50:10
3489,2023-09-16 06:01:30,2023-09-16 06:26:30,2023-09-16 06:50:20
3490,2023-09-16 10:01:20,2023-09-16 10:26:20,2023-09-16 10:50:00
3491,2023-09-16 12:01:20,2023-09-16 12:26:20,2023-09-16 12:50:10
3492,2023-09-16 16:01:30,2023-09-16 16:26:40,2023-09-16 16:50:50
3493,2023-09-16 18:01:30,2023-09-16 18:27:00,2023-09-16 18:51:20
3494,2023-09-16 20:01:20,2023-09-16 20:26:40,2023-09-16 20:50:50
3495,2023-09-16 22:01:20,2023-09-16 22:26:40,2023-09-16 22:50:40
3496,2023-09-17 00:01:20,2023-09-17 00:26:40,2023-09-17 00:50:40
3497,2023-09-17 02:01:20,2023-09-17 02:26:50,2023-09-17 02:51:10
3498,2023-09-17 04:01:20,2023-09-17 04:27:00,2023-09-17 04:51:30
3499,2023-09-17 06:01:20,2023-09-17 06:27:10,2023-09-17 06:51:50
3500,2023-09-17 08:01:30,2023-09-17 08:27:10,2023-09-17 08:52:00
3501,2023-09-17 10:01:30,2023-09-17 10:27:10,2023-09-17 10:51:30
3502,2023-09-17 12:01:20,2023-09-17 12:27:10,2023-09-17 12:51:50
3503,2023-09-17 14:01:40,2023-09-17 14:27:30,2023-09-17 14:52:10
3504,2023-09-17 16:01:30,2023-09-17 16:27:10,2023-09-17 16:51:30
3505,2023-09-17 18:02:50,2023-09-17 18:28:40,2023-09-17 18:53:00
3506,2023-09-17 20:02:40,2023-09-17 20:28:30,2023-09-17 20:52:50
3507,2023-09-17 22:02:50,2023-09-17 22:28:40,2023-09-17 22:53:10
3508,2023-09-18 00:02:50,2023-09-18 00:28:50,2023-09-18 00:53:20
3509,2023-09-18 02:02:50,2023-09-18 02:28:10,2023-09-18 02:52:10
3510,2023-09-18 04:02:50,2023-09-18 04:28:00,2023-09-18 04:52:10
3511,2023-09-18 06:03:30,2023-09-18 06:28:40,2023-09-18 06:52:40
3512,2023-09-18 08:03:50,2023-09-18 08:28:30,2023-09-18 08:52:10
3513,2023-09-18 10:02:50,2023-09-18 10:27:20,2023-09-18 10:50:50
3514,2023-09-18 12:02:50,2023-09-18 12:27:30,2023-09-18 12:50:50
3515,2023-09-18 14:02:40,2023-09-18 14:27:20,2023-09-18 14:50:50
3516,2023-09-18 16:02:50,2023-09-18 16:27:40,2023-09-18 16:51:20
3517,2023-09-18 18:02:50,2023-09-18 18:28:00,2023-09-18 18:52:00
3518,2023-09-18 20:02:50,2023-09-18 20:27:50,2023-09-18 20:51:40
3519,2023-09-18 22:02:50,2023-09-18 22:27:50,2023-09-18 22:51:40
3520,2023-09-19 00:02:50,2023-09-19 00:27:50,2023-09-19 00:51:40
3521,2023-09-19 02:02:50,2023-09-19 02:27:50,2023-09-19 02:51:30
3522,2023-09-19 04:02:50,2023-09-19 04:27:50,2023-09-19 04:51:50
3523,2023-09-19 06:02:50,2023-09-19 06:28:10,2023-09-19 06:52:30
3524,2023-09-19 08:02:50,2023-09-19 08:28:20,2023-09-19 08:52:40
3525,2023-09-19 10:02:50,2023-09-19 10:28:20,2023-09-19 10:52:30
3526,2023-09-19 12:02:50,2023-09-19 12:28:10,2023-09-19 12:52:20
3527,2023-09-19 14:02:50,2023-09-19 14:28:10,2023-09-19 14:52:30
3528,2023-09-19 16:02:50,2023-09-19 16:28:30,2023-09-19 16:53:00
3529,2023-09-19 18:02:50,2023-09-19 18:28:50,2023-09-19 18:53:50
3530,2023-09-19 20:02:50,2023-09-19 20:29:00,2023-09-19 20:54:00
3531,2023-09-19 22:02:50,2023-09-19 22:28:50,2023-09-19 22:53:30
3532,2023-09-20 00:02:40,2023-09-20 00:28:30,2023-09-20 00:53:00
3533,2023-09-20 02:02:50,2023-09-20 02:28:10,2023-09-20 02:52:10
3534,2023-09-20 04:02:40,2023-09-20 04:27:50,2023-09-20 04:51:50
3535,2023-09-20 06:02:50,2023-09-20 06:27:50,2023-09-20 06:51:50
3536,2023-09-20 08:05:00,2023-09-20 08:29:50,2023-09-20 08:53:40
3537,2023-09-20 10:02:50,2023-09-20 10:27:20,2023-09-20 10:51:00
3538,2023-09-20 12:02:40,2023-09-20 12:27:30,2023-09-20 12:51:00
3539,2023-09-20 14:02:40,2023-09-20 14:27:20,2023-09-20 14:50:40
3540,2023-09-20 16:02:50,2023-09-20 16:27:40,2023-09-20 16:51:20
3541,2023-09-20 18:02:40,2023-09-20 18:27:50,2023-09-20 18:51:40
3542,2023-09-20 20:02:40,2023-09-20 20:27:50,2023-09-20 20:51:50
3543,2023-09-20 22:02:50,2023-09-20 22:27:50,2023-09-20 22:51:40
3544,2023-09-21 00:01:30,2023-09-21 00:26:20,2023-09-21 00:50:20
3545,2023-09-21 02:01:30,2023-09-21 02:26:20,2023-09-21 02:50:20
3546,2023-09-21 04:01:30,2023-09-21 04:26:20,2023-09-21 04:50:00
3547,2023-09-21 06:01:30,2023-09-21 06:26:40,2023-09-21 06:50:30
3548,2023-09-21 08:01:30,2023-09-21 08:26:50,2023-09-21 08:50:50
3549,2023-09-21 10:01:30,2023-09-21 10:26:50,2023-09-21 10:51:00
3550,2023-09-21 12:01:30,2023-09-21 12:26:40,2023-09-21 12:50:50
3551,2023-09-21 14:01:30,2023-09-21 14:26:40,2023-09-21 14:50:40
3552,2023-09-21 16:01:30,2023-09-21 16:26:50,2023-09-21 16:51:00
3553,2023-09-21 18:01:30,2023-09-21 18:27:00,2023-09-21 18:51:10
3554,2023-09-21 20:01:30,2023-09-21 20:27:10,2023-09-21 20:51:50
3555,2023-09-21 22:01:30,2023-09-21 22:27:10,2023-09-21 22:51:40
3556,2023-09-22 00:01:30,2023-09-22 00:27:10,2023-09-22 00:51:30
3557,2023-09-22 02:01:30,2023-09-22 02:27:00,2023-09-22 02:51:20
3558,2023-09-22 04:01:30,2023-09-22 04:26:40,2023-09-22 04:50:40
3559,2023-09-22 06:01:30,2023-09-22 06:26:20,2023-09-22 06:50:10
3560,2023-09-22 08:01:20,2023-09-22 08:26:10,2023-09-22 08:49:40
3561,2023-09-22 10:01:30,2023-09-22 10:26:00,2023-09-22 10:49:20
3562,2023-09-22 12:01:30,2023-09-22 12:25:50,2023-09-22 12:49:00
3563,2023-09-22 14:01:30,2023-09-22 14:26:00,2023-09-22 14:49:20
3564,2023-09-22 16:02:20,2023-09-22 16:26:50,2023-09-22 16:50:20
3565,2023-09-22 18:01:30,2023-09-22 18:26:00,2023-09-22 18:49:20
3566,2023-09-22 20:01:30,2023-09-22 20:26:10,2023-09-22 20:49:40
3567,2023-09-22 22:01:30,2023-09-22 22:26:20,2023-09-22 22:50:10
3568,2023-09-23 00:01:30,2023-09-23 00:26:20,2023-09-23 00:49:50
3569,2023-09-23 02:01:20,2023-09-23 02:26:10,2023-09-23 02:50:00
3570,2023-09-23 04:01:30,2023-09-23 04:26:20,2023-09-23 04:49:50
3571,2023-09-23 06:01:30,2023-09-23 06:26:20,2023-09-23 06:50:00
3572,2023-09-23 08:01:30,2023-09-23 08:26:30,2023-09-23 08:50:30
3573,2023-09-23 10:01:30,2023-09-23 10:26:40,2023-09-23 10:50:40
3574,2023-09-23 12:01:30,2023-09-23 12:26:40,2023-09-23 12:50:40
3575,2023-09-23 14:01:30,2023-09-23 14:26:40,2023-09-23 14:50:40
3576,2023-09-23 16:01:30,2023-09-23 16:26:50,2023-09-23 16:50:50
3577,2023-09-23 18:01:30,2023-09-23 18:26:50,2023-09-23 18:51:10
3578,2023-09-23 20:01:30,2023-09-23 20:27:00,2023-09-23 20:51:30
3579,2023-09-23 22:01:30,2023-09-23 22:27:10,2023-09-23 22:51:50
3580,2023-09-24 00:01:30,2023-09-24 00:27:10,2023-09-24 00:51:40
3581,2023-09-24 02:01:30,2023-09-24 02:27:10,2023-09-24 02:51:40
3582,2023-09-24 04:01:30,2023-09-24 04:27:10,2023-09-24 04:51:30
3583,2023-09-24 06:01:30,2023-09-24 06:26:50,2023-09-24 06:50:50
3584,2023-09-24 08:01:30,2023-09-24 08:26:30,2023-09-24 08:50:20
3585,2023-09-24 10:01:30,2023-09-24 10:26:20,2023-09-24 10:50:10
3586,2023-09-24 12:01:30,2023-09-24 12:26:10,2023-09-24 12:49:40
3587,2023-09-24 14:01:30,2023-09-24 14:26:00,2023-09-24 14:49:30
3588,2023-09-24 16:01:30,2023-09-24 16:26:00,2023-09-24 16:49:30
3589,2023-09-24 18:01:30,2023-09-24 18:26:10,2023-09-24 18:49:30
3590,2023-09-24 20:01:30,2023-09-24 20:26:00,2023-09-24 20:49:40
3591,2023-09-24 22:01:30,2023-09-24 22:26:20,2023-09-24 22:50:10
3592,2023-09-25 00:01:20,2023-09-25 00:26:20,2023-09-25 00:50:00
3593,2023-09-25 02:01:30,2023-09-25 02:26:30,2023-09-25 02:50:40
3594,2023-09-25 04:01:30,2023-09-25 04:26:30,2023-09-25 04:50:20
3595,2023-09-25 06:01:30,2023-09-25 06:26:30,2023-09-25 06:50:10
3596,2023-09-25 08:01:20,2023-09-25 08:26:30,2023-09-25 08:50:20
3597,2023-09-25 10:01:30,2023-09-25 10:26:40,2023-09-25 10:50:30
3598,2023-09-25 12:01:20,2023-09-25 12:26:40,2023-09-25 12:50:40
3599,2023-09-25 14:01:30,2023-09-25 14:26:50,2023-09-25 14:50:50
3600,2023-09-25 16:01:30,2023-09-25 16:26:50,2023-09-25 16:51:00
3601,2023-09-25 18:01:30,2023-09-25 18:27:00,2023-09-25 18:51:30
3602,2023-09-25 20:01:30,2023-09-25 20:27:10,2023-09-25 20:51:30
3603,2023-09-25 22:01:30,2023-09-25 22:27:10,2023-09-25 22:51:40
3604,2023-09-26 00:01:30,2023-09-26 00:27:30,2023-09-26 00:52:20
3605,2023-09-26 02:01:20,2023-09-26 02:27:30,2023-09-26 02:52:10
3606,2023-09-26 04:01:20,2023-09-26 04:27:20,2023-09-26 04:52:10
3607,2023-09-26 06:01:30,2023-09-26 06:26:50,2023-09-26 06:51:00
3608,2023-09-26 08:01:30,2023-09-26 08:26:40,2023-09-26 08:50:30
3609,2023-09-26 10:01:30,2023-09-26 10:26:20,2023-09-26 10:50:00
3610,2023-09-26 12:01:30,2023-09-26 12:26:20,2023-09-26 12:50:10
3611,2023-09-26 14:01:30,2023-09-26 14:26:30,2023-09-26 14:50:20
3612,2023-09-26 16:01:20,2023-09-26 16:26:30,2023-09-26 16:50:30
3613,2023-09-26 18:02:20,2023-09-26 18:27:20,2023-09-26 18:50:50
3614,2023-09-26 20:11:40,2023-09-26 20:29:00,2023-09-26 20:52:30
3615,2023-09-26 22:01:30,2023-09-26 22:26:30,2023-09-26 22:50:20
3616,2023-09-27 00:01:30,2023-09-27 00:26:30,2023-09-27 00:50:20
3617,2023-09-27 02:01:30,2023-09-27 02:26:50,2023-09-27 02:50:50
3618,2023-09-27 04:01:30,2023-09-27 04:27:00,2023-09-27 04:51:30
3619,2023-09-27 06:01:30,2023-09-27 06:27:00,2023-09-27 06:51:10
3620,2023-09-27 08:01:30,2023-09-27 08:26:50,2023-09-27 08:50:50
3621,2023-09-27 10:01:30,2023-09-27 10:26:50,2023-09-27 10:50:50
3622,2023-09-27 12:01:30,2023-09-27 12:27:10,2023-09-27 12:51:30
3623,2023-09-27 14:01:30,2023-09-27 14:27:20,2023-09-27 14:52:00
3624,2023-09-27 16:01:30,2023-09-27 16:27:30,2023-09-27 16:52:20
3625,2023-09-27 18:01:30,2023-09-27 18:27:20,2023-09-27 18:51:40
3626,2023-09-27 20:01:20,2023-09-27 20:27:10,2023-09-27 20:51:30
3627,2023-09-27 22:01:30,2023-09-27 22:27:10,2023-09-27 22:51:30
3628,2023-09-28 00:01:30,2023-09-28 00:27:30,2023-09-28 00:52:20
3629,2023-09-28 02:01:30,2023-09-28 02:28:00,2023-09-28 02:53:20
